"ID"	Smiles	Standard_Type	Standard_Relation	Standard_Units	Standard_Value	pIC50	RemovedSalts[1]	RemovedSalts[2]	RemovedSalts[3]	RemovedSalts[4]
CHEMBL4174269	COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3cc(N)c4ccccc4n3)CC1)C2	IC50	=	nM	1.4	8.853871964				
CHEMBL4875944	COc1ccc(CSS(=O)(=O)c2ccc(C)cc2)cc1	IC50	=	nM	1.39	8.8569852				
CHEMBL5208951	COc1cc2c(Nc3ccc(C(=O)/C=C/c4nc(C)c(C)nc4C)cc3)ncnc2c(OC)c1OC	IC50	=	nM	1.38	8.860120914				
CHEMBL4466652	COc1cc2oc(-c3ccc(NCCCNc4c5c(nc6cc(Cl)ccc46)CCCC5)cc3)cc(=O)c2c(OC)c1OC	IC50	=	nM	1.33	8.876148359				
CHEMBL4444822	Cl.Cl.N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCCNc1c2c(nc3cc(Cl)ccc13)CCCC2	IC50	=	nM	1.33	8.876148359	HCl	HCl		
CHEMBL4552440	Cl.Cl.N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2	IC50	=	nM	1.32	8.879426069	HCl	HCl		
CHEMBL4559477	Cl.Cl.N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCCCCCCCNc1c2c(nc3ccccc13)CCCC2	IC50	=	nM	1.318	8.88008459	HCl	HCl		
CHEMBL3343705	COc1cc2c(cc1OCCN1CCCCC1)C(=O)/C(=C/c1ccc(N(C)C)cc1)C2	IC50	=	nM	1.3	8.886056648				
CHEMBL3343712	CCN(C)c1ccc(/C=C2\Cc3cc(OC)c(OCCN4CCCCC4)cc3C2=O)cc1	IC50	=	nM	1.3	8.886056648				
CHEMBL3416999	COc1cc(N)c(Cl)cc1C(=O)CCC1CCN(CCC2CCCCC2)CC1	IC50	=	nM	1.3	8.886056648				
CHEMBL4798535	COc1cc2c(cc1O)CCC(C)(CC(=O)NCCCCCCCNc1c3c(nc4cc(Cl)ccc14)CCCC3)O2	IC50	=	nM	1.288	8.890084137				
CHEMBL4787579	COc1cc2c(cc1O)CCC(C)(CC(=O)NCCCCCCCCNc1c3c(nc4cc(Cl)ccc14)CCCC3)O2	IC50	=	nM	1.28	8.89279003				
CHEMBL4787251	COc1cc2c(cc1O)CCC(C)(CCNCCOCCOCCNc1c3c(nc4cc(Cl)ccc14)CCCC3)O2	IC50	=	nM	1.259	8.89997427				
CHEMBL4752521	CCOC(=O)c1c(C)nc(N2CCN(S(=O)(=O)c3ccc(NC(C)=O)c(F)c3)CC2)nc1-c1ccccc1	IC50	=	nM	1.25	8.903089987				
CHEMBL4877719	COc1cc2c(cc1OC)C(=O)C(CC1(F)CCN(Cc3ccc(F)cc3F)CC1)C2	Kd	=	nM	1.25	8.903089987				
CHEMBL4792354	CCOC(=O)c1c(C)nc(N2CCN(S(=O)(=O)c3ccc(N)c(F)c3)CC2)nc1-c1ccc(OC)c(OC)c1	IC50	=	nM	1.2	8.920818754				
CHEMBL3289926	CCOC(OCC)c1ccc(/C=C2\CNC/C(=C\c3ccc(C(OCC)OCC)cc3)C2=O)cc1	IC50	=	nM	1.2	8.920818754				
CHEMBL4745328	COc1ccc2cc3[n+](cc2c1OCc1ccc([N+](=O)[O-])cc1)CCc1cc2c(cc1-3)OCO2.[Br-]	IC50	=	nM	1.2	8.920818754	Br-			
CHEMBL4752175	COc1ccc2cc3[n+](cc2c1OCc1ccc(C(F)(F)F)cc1)CCc1cc2c(cc1-3)OCO2.[Br-]	Ki	=	nM	1.18	8.928117993	Br-			
CHEMBL4868918	Cc1ccc(S(=O)(=O)SCc2ccc(C(F)(F)F)cc2)cc1	Ki	=	nM	1.1	8.958607315				
CHEMBL4105085	CC(=O)C1=CN(Cc2ccccc2C)C=CC1CC1Cc2cc(C)c(C)cc2C1=O	IC50	=	nM	1.096	8.960189446				
CHEMBL4071377	COc1cc2c(cc1OC)C(=O)C(Cc1cc[n+](Cc3ccccc3)cc1C#N)C2.[Br-]	IC50	=	nM	1.08	8.966576245	Br-			
CHEMBL4762860	CCOC(=O)c1c(C)nc(N2CCN(S(=O)(=O)c3ccc(N)cc3)CC2)nc1-c1ccc(OC)cc1	IC50	=	nM	1.06	8.974694135				
CHEMBL5090683	CCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCOC1O2	IC50	=	nM	1.05	8.978810701				
CHEMBL1242981	CC(C)c1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCOC2O3)cc1	IC50	=	nM	1	9				
CHEMBL1081031	CN1c2ccc(OC(=O)NC3CCCCC3)cc2[C@]2(C)CCN(CCc3ccccc3)[C@H]12	IC50	=	nM	1	9				
CHEMBL4780148	COc1cc2c(cc1OC)/C(=C/c1ccc(N3CCCCC3)c(O)c1)OC2=O	IC50	=	nM	1	9				
CHEMBL4778409	COc1cc2c(cc1OC)/C(=C\c1ccc(N3CCCCC3)c(O)c1)OC2=O	IC50	=	nM	1	9				
CHEMBL4875903	CC(=O)Nc1cc(C(=O)Nc2cncc(OCC3CCN(Cc4ccc(F)cc4)CC3)c2)ccn1	IC50	=	nM	1	9				
CHEMBL3943450	COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3F)CC1)C2	IC50	=	nM	1	9				
CHEMBL3900401	COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ncc(C)cc3C)CC1)C2	IC50	=	nM	1	9				
CHEMBL591729	CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@]1(C)N2C	IC50	=	nM	1	9				
CHEMBL5187561	CN1c2ccccc2C(NCCCCCCC(=O)CCCCNc2c3c(nc4ccccc24)CCCC3)c2ccc(Cl)cc2S1(=O)=O	IC50	=	nM	1	9				
CHEMBL4877175	O=C(Nc1cncc(OCC2CCN(Cc3ccccc3)CC2)c1)c1ccnc2[nH]ccc12	IC50	=	nM	1	9				
CHEMBL5072428	Oc1cccc(CCCCCCCCNc2c3c(nc4cc(Cl)ccc24)CCCC3)c1	IC50	=	nM	0.955	9.019996628				
CHEMBL5199361	CN1CCN(c2c3c(nc4ccc([N+](=O)[O-])cc24)CCCC3)CC1	IC50	=	nM	0.95	9.022276395				
CHEMBL5218804	COc1cccc2c1CCC(NC(=O)OCc1ccccc1)C2	Ki	=	nM	0.94	9.026872146				
CHEMBL5088557	COc1cccc(CCCCCCCCNc2c3c(nc4cc(Cl)ccc24)CCCC3)c1	IC50	=	nM	0.93	9.031517051				
CHEMBL5082773	COC(=O)c1c(O)cccc1CCCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2	IC50	=	nM	0.9	9.045757491				
CHEMBL4559936	O=C(Nc1cc(-c2cn(CCNc3c4c(nc5ccccc35)CCCC4)nn2)ccn1)Nc1cccc2c1C1CCCCN1C2=O	IC50	=	nM	0.9	9.045757491				
CHEMBL5219098	O=c1c(NCCCCCCCc2c3c(nc4ccccc24)CCCC3)c(NCCCCCCCc2c3c(nc4ccccc24)CCCC3)c1=O	IC50	=	nM	0.89	9.050609993				
CHEMBL345847	CN1CCC(CCN2C(=O)c3ccccc3C2=O)CC1	IC50	=	nM	0.88	9.055517328				
CHEMBL5094348	Cc1c(C)c2ccc(OCCCN(Cc3cccc(F)c3)C(C)C)cc2oc1=O	IC50	=	nM	0.87	9.060480747				
CHEMBL4571763	Cc1c(C)c2ccc(OCC3CCCN(Cc4ccccc4)C3)cc2oc1=O	IC50	=	nM	0.86	9.065501549				
CHEMBL4598256	Cc1c(C)c2ccc(OCC3CCN(Cc4ccccc4)CC3)cc2oc1=O	IC50	=	nM	0.83	9.080921908				
CHEMBL3416995	COc1cc(N)c(Cl)cc1C(=O)CCC1CCN(CC2CCC2)CC1	IC50	=	nM	0.82	9.086186148				
CHEMBL3417000	COc1cc(N)c(Cl)cc1C(=O)CCC1CCN(CC2CCCCC2C)CC1	IC50	=	nM	0.82	9.086186148				
CHEMBL3417003	COc1cc(N)c(Cl)cc1C(=O)CCC1CCN(Cc2ccncc2)CC1	IC50	=	nM	0.82	9.086186148				
CHEMBL3356534	O=C1C(NCCNc2c3c(nc4ccccc24)CCCC3)=CC(=O)c2c(O)cccc21	IC50	=	nM	0.82	9.086186148				
CHEMBL3402714	CN(CCCCCCCN1C(=O)c2ccccc2C1=O)Cc1ccccc1F.Cl	IC50	=	nM	0.81	9.091514981	HCl			
CHEMBL3642056	CC(=O)NCCc1c[nH]c2ccc(OC(=O)NCCCCCCCCCCCCNc3c4c(nc5cc(Cl)ccc35)CCCC4)cc12	IC50	=	nM	0.81	9.091514981				
CHEMBL519926	COc1ccc([C@H]2OC[C@H]3[C@@H]2CO[C@@H]3c2cc(OC)c(OC)c(OC)c2)cc1OC	IC50	=	nM	0.8	9.096910013				
CHEMBL3577511	CCN(CCCCOc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)cc3o2)cc1)Cc1ccccc1OC	IC50	=	nM	0.8	9.096910013				
CHEMBL3586582	Cc1c(C)c2ccc(OCCCCCCN(C)Cc3ccccc3)cc2oc1=O	IC50	=	nM	0.8	9.096910013				
CHEMBL5082824	CN(CCCC(F)F)Cc1ccc(COc2ccc3c(CO)cc(=O)oc3c2)cc1	IC50	=	nM	0.8	9.096910013				
CHEMBL4796066	O=C(NO)c1ccc(Nc2c3ccccc3nc3ccc(Br)cc23)cc1	IC50	=	nM	0.8	9.096910013				
CHEMBL4753795	COc1cc2nc3ccccc3c(Nc3ccc(C(=O)NO)cc3)c2c(OC)c1OC	IC50	=	nM	0.7943	9.100015437				
CHEMBL5200462	O=c1cc(/N=N/N=P(CCP(=N/N=N/c2cc(=O)oc3ccccc23)(c2ccccc2)c2ccccc2)(c2ccccc2)c2ccccc2)c2ccccc2o1	IC50	=	nM	0.78	9.107905397				
CHEMBL4449161	O=c1ccc2cc(/N=C/c3ccc(Cl)cc3)ccc2o1	IC50	=	nM	0.775	9.110698297				
CHEMBL4755226	FC(F)(F)Oc1ccc(/C=N\C2CCN(Cc3ccccc3)C2)cc1	IC50	=	nM	0.75	9.124938737				
CHEMBL4779365	CCOC(=O)c1c(C)nc(N2CCN(S(=O)(=O)c3ccc(N)c(F)c3)CC2)nc1-c1ccc(OC)cc1	IC50	=	nM	0.74	9.13076828				
CHEMBL4747836	COc1cc2c(cc1OCc1ccccc1)CCC(C)(CC(=O)NCCCCCCCCNc1c3c(nc4cc(Cl)ccc14)CCCC3)O2	IC50	=	nM	0.73	9.13667714				
CHEMBL5181664	c1ccc2c(c1)CCN1Cc3cc(OCCCN4CCCCC4)ccc3N=C21	IC50	=	nM	0.73	9.13667714				
CHEMBL5199187	Cc1ccc2nc3c(c(NCCN4CCOCC4)c2c1)CCCC3	IC50	=	nM	0.72	9.142667504				
CHEMBL5169560	c1ccc2c(NCCN3CCOCC3)c3c(nc2c1)CCCC3	IC50	=	nM	0.72	9.142667504				
CHEMBL4762419	COc1cc2c(cc1O)CCC(C)(CCC(=O)NCCCCCCNc1c3c(nc4cc(Cl)ccc14)CCCC3)O2	IC50	=	nM	0.7	9.15490196				
CHEMBL4759230	CNC(=O)c1sc(-c2ccnc(NC(=O)CNCCNc3c4c(nc5ccccc35)CCCC4)c2)nc1OCC(C)(C)C	IC50	=	nM	0.7	9.15490196				
CHEMBL4742830	CCOC(=O)c1c(C)nc(N2CCN(S(=O)(=O)c3ccc(NC(C)=O)cc3)CC2)nc1-c1ccc(OC)cc1	IC50	=	nM	0.7	9.15490196				
CHEMBL5202485	COc1cc(/C=C2\CCc3cc([N+](=O)[O-])ccc3C2=O)c(Br)c(OC)c1OC	IC50	=	nM	0.7	9.15490196				
CHEMBL3600551	CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCCCCCNc4c5c(nc6ccccc46)CCCC5)c3C(C1)C2	IC50	=	nM	0.7	9.15490196				
CHEMBL3600552	CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCCCCCNc4c5c(nc6cc(Cl)ccc46)CCCC5)c3C(C1)C2	IC50	=	nM	0.69	9.161150909				
CHEMBL3600556	CC1=CC2Cc3nc4ccccc4c(NCCCCCCCCCCCCNc4c5c(nc6cc(Cl)ccc46)CCCC5)c3C(C1)C2	IC50	=	nM	0.67	9.173925197				
CHEMBL5207442	CCN(CC)Cc1ccc(/C=C2\Cc3cc(OC)ccc3C2=O)cc1	IC50	=	nM	0.65	9.187086643				
CHEMBL4217346	COc1ccc(Cn2cc(C(=O)NCCCCCCNc3c4c(nc5cc(Cl)ccc35)CCCC4)c(=O)c3ccccc32)cc1	IC50	=	nM	0.63	9.200659451				
CHEMBL5206245	O=C(COc1ccc(Cc2ccccc2)cc1)NCCN1CCN(Cc2ccccc2)CC1	IC50	=	nM	0.6	9.22184875				
CHEMBL4591417	Cc1cc(Nc2nccc(-c3sc(C4CCNCC4)nc3-c3ccc(F)cc3)n2)ccn1	IC50	=	nM	0.6	9.22184875				
CHEMBL4589118	Cc1c(OCc2ccccc2)cccc1N1CCN(CCCCCCNc2c3c(nc4c2CCCC4)CCCC3)CC1	IC50	=	nM	0.58	9.236572006				
CHEMBL5181301	CCN(CC)Cc1ccc(/C=C2\Cc3ccccc3C2=O)cc1	IC50	=	nM	0.57	9.244125144				
CHEMBL3087676	O=C(Cc1ccccc1Nc1c(Cl)cccc1Cl)NCCCNCCCNC1=CC(=O)C(NCCCNCCCNC(=O)Cc2ccccc2Nc2c(Cl)cccc2Cl)=CC1=O	IC50	=	nM	0.56	9.251811973				
CHEMBL3586199	CC(=O)O[C@H]1CC[C@@]2(C)[C@@H](CC[C@@]3(C)C[C@@]4(O)CC[C@H]5C(C)(C)[C@@H](OC(C)=O)CC[C@]5(C)[C@H]4CC[C@@H]32)C1(C)C	IC50	=	nM	0.52	9.283996656				
CHEMBL4516356	O=C(Nc1cc(COCc2cn(CCNc3c4c(nc5ccccc35)CCCC4)nn2)ccn1)Nc1cccc2c1C1CCCCN1C2=O	IC50	=	nM	0.52	9.283996656				
CHEMBL4437163	CSc1ccc(/C=N/c2ccc3oc(=O)ccc3c2)cc1	IC50	=	nM	0.52	9.283996656				
CHEMBL5187436	CC(=O)N1N=C(c2ccc3ccccc3c2)CC1c1ccc(-c2ccccc2)cc1	IC50	=	nM	0.51	9.292429824				
CHEMBL5177419	CC(=O)N1N=C(c2ccc(Br)cc2)CC1c1ccc(-c2ccccc2)cc1	IC50	=	nM	0.5	9.301029996				
CHEMBL5184984	CC(=O)N1N=C(c2ccc3c(c2)OCO3)CC1c1ccc(-c2ccccc2)cc1	IC50	=	nM	0.5	9.301029996				
CHEMBL5187045	CCN(CC)C(=O)c1ccc2c(c1)nc(Cc1ccc(OC(=O)N3CCC3)cc1)n2CCC(C)C	IC50	=	nM	0.5	9.301029996				
CHEMBL5177936	COc1cc(/C=C/C(=O)OCCCCCN(C)Cc2cccc(OC(=O)N(C)C)c2)ccc1O	IC50	=	nM	0.5	9.301029996				
CHEMBL5206601	COc1ccc(/C=C/C(=O)Nc2cc[n+](Cc3ccc(F)cc3)cc2)cc1OC.[Br-]	IC50	=	nM	0.5	9.301029996	Br-			
CHEMBL4863431	Cc1ccc(S(=O)(=O)SCc2ccc(Cl)cc2)cc1	Ki	=	nM	0.5	9.301029996				
CHEMBL5179658	CCCCCCCNC(=O)Oc1ccc(Cc2nc3cc(C(=O)N(CC)CC)ccc3n2CCC(C)C)cc1	IC50	=	nM	0.4898	9.309981219				
CHEMBL4869432	COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(CCCCc1cn(CCCCC(=O)NCCc3c[nH]c4ccccc34)nn1)C2	IC50	=	nM	0.48	9.318758763				
CHEMBL4068410	CC(C)c1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCC(C)[C@@H]2C3C)cc1	IC50	=	nM	0.48	9.318758763				
CHEMBL3642045	CC(=O)O[C@@]12CCN(C(C)=O)[C@@H]1N(C(C)=O)c1ccc(OC(=O)NCCCCCCNc3c4c(nc5ccccc35)CCCC4)cc12	IC50	=	nM	0.4786	9.320027306				
CHEMBL5207906	Cc1cccc2sc(NC(=O)CCN3CCN(CCN(C)C)CC3)nc12	IC50	=	nM	0.4786	9.320027306				
CHEMBL5170213	NS(=O)(=O)c1ccc(NCc2cccc(Cl)c2O)cc1	Ki	=	nM	0.471	9.326979093				
CHEMBL4536715	Oc1ccc(/C=N/c2c3c(nc4ccccc24)CCCC3)cc1O	IC50	=	nM	0.456	9.341035157				
CHEMBL5205006	Cc1cccc2sc(NC(=O)CCN3CCN(CCN(C(C)C)C(C)C)CC3)nc12	IC50	=	nM	0.45	9.346787486				
CHEMBL5219771	CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2cccc(-c3cc(=O)c4ccccc4o3)c2)c1	IC50	=	nM	0.45	9.346787486				
CHEMBL4464883	CCOc1ccc(Cc2nc3cc(C(=O)NCCCCNc4c5c(nc6ccccc46)CCCC5)ccc3n2CCC(C)C)cc1	IC50	=	nM	0.44	9.356547324				
CHEMBL5187324	CN(CCCOc1ccc([N+](=O)[O-])cc1)C(=O)c1cnc(CC(=O)c2cccs2)nc1	IC50	=	nM	0.43	9.366531544				
CHEMBL4797974	CCOC(=O)c1c(C)nc(N2CCN(S(=O)(=O)c3ccc(NC(C)=O)c(F)c3)CC2)nc1-c1ccc(OC)cc1	IC50	=	nM	0.43	9.366531544				
CHEMBL4749805	CCOC(=O)c1c(C)nc(N2CCN(S(=O)(=O)c3ccc(NC(C)=O)c(Cl)c3)CC2)nc1-c1ccccc1	IC50	=	nM	0.43	9.366531544				
CHEMBL4785119	CCOC(=O)c1c(C)nc(N2CCN(S(=O)(=O)c3ccc(NC(C)=O)c(OC)c3)CC2)nc1-c1ccc(OC)c(OC)c1	IC50	=	nM	0.42	9.37675071				
CHEMBL4461886	COc1ccc(-c2cc3c(c(=O)o2)C[C@]2(O)[C@@]4(C)CC[C@@H](O)C(C)(C)[C@]4(O)CC[C@@]2(C)O3)cc1	IC50	=	nM	0.41	9.387216143				
CHEMBL4870877	O=C(CC1CCN(Cc2ccccc2)CC1)Nc1n[nH]c2cc(-c3cccnc3)ccc12	IC50	=	nM	0.4	9.397940009				
CHEMBL4445026	C(=N/Nc1c2c(nc3ccccc13)CCCC2)\c1ccc(OCc2cn(-c3ccccc3)nn2)cc1.Cl	IC50	=	nM	0.37	9.431798276	HCl			
CHEMBL5169453	CCCCN(CCOc1cccc2c(OC(=O)N(C)C)cccc12)CCC1CCCCCC1	IC50	=	nM	0.36	9.443697499				
CHEMBL4783624	O=c1c2cc(Cl)ccc2oc2ccc(OCCCCCN3CCCCCC3)cc12	IC50	=	nM	0.36	9.443697499				
CHEMBL5204934	Cc1cccc2sc(NC(=O)CCN3CCN(CC4CCCCC4)CC3)nc12	IC50	=	nM	0.35	9.455931956				
CHEMBL4779478	CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCOCc1cn(CCNc2c3c(nc4ccccc24)CCCC3)nn1	IC50	=	nM	0.34	9.468521083				
CHEMBL1762833	COc1ccc(C2c3c(nc4c(c3N)CCCC4)Oc3ccc4ccccc4c32)cc1OC	IC50	=	nM	0.3311	9.480040819				
CHEMBL5194197	Cc1cccc2sc(NC(=O)CCN3CCN(CCCN(C)C)CC3)nc12	IC50	=	nM	0.33	9.48148606				
CHEMBL5180014	O=C(COc1ccc([N+](=O)[O-])cc1)NCC1CCN(Cc2ccccc2)CC1	IC50	=	nM	0.33	9.48148606				
CHEMBL5207628	CC1=C[C@@H]2Cc3nc4cc(Cl)ccc4c(NCCCCC(=O)N4CCC(NC(=O)Nc5ccc(OC(F)(F)F)cc5)CC4)c3[C@H](C1)C2	IC50	=	nM	0.33	9.48148606				
CHEMBL5080685	COC(=O)c1c(CCCCCCCCNc2c3c(nc4ccccc24)CCCC3)cccc1OC	IC50	=	nM	0.33	9.48148606				
CHEMBL5172647	COc1cc2nc3c(c(N4CCOCC4)c2cc1OC)CCCC3	IC50	=	nM	0.3236	9.489991487				
CHEMBL4636043	O=C1CN(/N=C/c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)N1CCC1CCN(Cc2ccccc2)CC1	IC50	=	nM	0.32	9.494850022				
CHEMBL5187881	COc1cc2c(cc1OC)C(=O)/C(=C/c1cc[n+](Cc3ccc(F)cc3)cc1)OC2.[Br-]	IC50	=	nM	0.32	9.494850022	Br-			
CHEMBL5194943	NS(=O)(=O)c1ccc(N2N=C(c3cccs3)CC2c2ccc(Br)cc2)cc1	Ki	=	nM	0.32	9.494850022				
CHEMBL5092094	COC(=O)c1c(O)cccc1CCCCCCCCNc1c2c(nc3ccccc13)CCCC2	IC50	=	nM	0.31	9.508638306				
CHEMBL4748114	COc1cc(CNC(=O)CCCCCCCNc2c3c(nc4cc(Cl)ccc24)CC2C=C(C)CC3C2)ccc1O	IC50	=	nM	0.3	9.522878745				
CHEMBL4782921	COc1cc(CNC(=O)CCCCCCCCNc2c3c(nc4cc(Cl)ccc24)CC2C=C(C)CC3C2)ccc1O	IC50	=	nM	0.3	9.522878745				
CHEMBL4519239	CSc1ccc(C2SCC(=O)N2c2ccc3oc(=O)ccc3c2)cc1	IC50	=	nM	0.3	9.522878745				
CHEMBL5171428	Cc1cccc2sc(NC(=O)CCN3CCN(C(C)(C)C)CC3)nc12	IC50	=	nM	0.3	9.522878745				
CHEMBL5189505	CC(=O)N1N=C(c2ccc(C)cc2)CC1c1ccc(-c2ccccc2)cc1	IC50	=	nM	0.29	9.537602002				
CHEMBL5171929	COc1ccc(/C=C/C(=O)Nc2cc[n+](Cc3cccc(F)c3)cc2)cc1OC.[Br-]	IC50	=	nM	0.27	9.568636236	Br-			
CHEMBL5088541	COc1cc(CCCCCCCCNc2c3c(nc4ccccc24)CCCC3)cc(OC)c1	IC50	=	nM	0.27	9.568636236				
CHEMBL4458929	CCOc1ccc(Cc2nc3cc(C(=O)N(CC)CC)ccc3n2CCCNc2c3c(nc4ccccc24)CCCC3)cc1	IC50	=	nM	0.264	9.578396073				
CHEMBL5185354	CC(=O)Nc1ccc2nc3c(c(N4CCCCC4)c2c1)CCCC3	IC50	=	nM	0.261	9.583359493				
CHEMBL5220250	O=c1c(NCCCCc2c3c(nc4cc(Cl)ccc24)CCCC3)c(NCCCCc2c3c(nc4ccc(Cl)cc24)CCCC3)c1=O	IC50	=	nM	0.25	9.602059991				
CHEMBL4752813	COc1ccc2cc3[n+](cc2c1OC(C)c1ccccc1)CCc1cc2c(cc1-3)OCO2.[Br-]	IC50	=	nM	0.24	9.619788758	Br-			
CHEMBL4645659	COc1ccc(CCC(=O)Nc2nc(-c3cc4ccccc4oc3=O)cs2)cc1OC	IC50	=	nM	0.236	9.627087997				
CHEMBL5200047	O=C(Nc1ccc(OC(F)(F)F)cc1)NC1CCN(C(=O)CCCNc2c3c(nc4cc(Cl)ccc24)CCCC3)CC1	IC50	=	nM	0.23	9.638272164				
CHEMBL4799601	COc1cccc2cc[n+](-c3ccc(C(F)(F)F)cc3)cc12.[Br-]	IC50	=	nM	0.23	9.638272164	Br-			
CHEMBL4793631	COc1cccc2cc[n+](-c3ccc(I)cc3)cc12.[Br-]	IC50	=	nM	0.223	9.651695137	Br-			
CHEMBL5185134	CCN(CC)Cc1ccc(C=C2Cc3cc(OC)ccc3C2=O)cc1	IC50	=	nM	0.209	9.679853714				
CHEMBL5177371	COc1ccc(OCC(=O)NCC2CCN(Cc3ccccc3)CC2)cc1	IC50	=	nM	0.2	9.698970004				
CHEMBL5195980	O=C(COc1cc(F)ccc1[N+](=O)[O-])NCC1CCN(Cc2ccccc2)CC1	IC50	=	nM	0.162	9.790484985				
CHEMBL5185868	O=C(COc1ccc(Cl)cc1[N+](=O)[O-])NCCN1CCN(Cc2ccccc2)CC1	IC50	=	nM	0.15	9.823908741				
CHEMBL1081032	CN1c2ccc(OC(=O)NCC3CCCCC3)cc2[C@]2(C)CCN(CCc3ccccc3)[C@H]12	IC50	=	nM	0.14	9.853871964				
CHEMBL4746403	CCCNC(=O)c1sc(-c2ccnc(NC(=O)CNCCNc3c4c(nc5ccccc35)CCCC4)c2)nc1OCC1CC1	IC50	=	nM	0.1359	9.866780543				
CHEMBL5201779	c1cc2c(cc1OCCCN1CCCCC1)CN1CCCCCC1=N2	IC50	=	nM	0.132	9.879426069				
CHEMBL4455013	COc1ccc(CNC(=O)C2CCN(C(=O)c3ccccc3)CC2)cc1OC	IC50	=	nM	0.13	9.886056648				
CHEMBL5197832	CC(=O)N1N=C(c2ccc(-c3ccccc3)cc2)CC1c1ccc2ccccc2c1	IC50	=	nM	0.12	9.920818754				
CHEMBL5181051	CCC1C/C(=C\c2cc(OC)c(OC)c(OC)c2Br)C(=O)c2ccccc21	IC50	=	nM	0.1191	9.924088239				
CHEMBL5220983	COC(=O)c1cc2c(OC(=O)N(C)C)cccc2[n+]([11CH3])c1	IC50	=	nM	0.104	9.982966661				
CHEMBL5178355	CCCCC1OC(=O)c2cc(OCc3ccc(CN4CCCCC4)c(O)c3)ccc21	IC50	=	nM	0.1	10				
CHEMBL4566786	COc1ccc(-c2nc(NCC3CCN(Cc4ccccc4C)CC3)sc2-c2ccc(OC)cc2)cc1	IC50	=	nM	0.1	10				
CHEMBL4570156	COc1ccc(-c2nc(NC(=O)C3CCN(Cc4c(F)cccc4Cl)CC3)sc2-c2ccc(OC)cc2)cc1	IC50	=	nM	0.09	10.04575749				
CHEMBL4784191	COc1cc2c(cc1OC)C(=O)/C(=C/c1ccc(N3CC[N+](C)(Cc4ccccn4)CC3)cc1)C2.[Cl-]	IC50	=	nM	0.0847	10.07211659	Cl-			
CHEMBL4797677	CCCCC[N+]1(C)CCN(c2ccc(/C=C3\Cc4cc(OC)c(OC)cc4C3=O)cc2)CC1.[Br-]	IC50	=	nM	0.07	10.15490196	Br-			
CHEMBL4846646	O=C(CC1CCN(Cc2ccccc2F)CC1)Nc1n[nH]c2cc(-c3cccnc3)ccc12	IC50	=	nM	0.065	10.18708664				
CHEMBL4863960	O=C(Nc1cncc(OCC2CCN(Cc3ccccc3)CC2)c1)c1ccnc(NC(=O)C2CC2)c1	IC50	=	nM	0.06	10.22184875				
CHEMBL5175815	Cc1ccc2nc3c(c(NCCCl)c2c1)CCCC3	IC50	=	nM	0.06	10.22184875				
CHEMBL4552675	COc1ccc2nc3c(c(NCCCCCCCCN(CC(=O)Nc4ccc5ccccc5c4)C(=O)/C=C/c4ccc(O)c(OC)c4)c2c1)CCCC3	IC50	=	nM	0.04	10.39794001				
CHEMBL5220695	CC(C)(C)OC(=O)Nc1ccc(O)c(C(=O)NCCCN2CCCCC2)c1	Ki	=	nM	0.0382	10.41793664				
CHEMBL5202267	O=C(COc1ccccc1C(F)(F)F)NCC1CCN(Cc2ccccc2)CC1	IC50	=	nM	0.035	10.45593196				
CHEMBL5189408	O=C(COc1cc(F)ccc1[N+](=O)[O-])NCCN1CCN(Cc2ccccc2)CC1	IC50	=	nM	0.02938	10.53194821				
CHEMBL5190969	Cc1cc(Br)cc(C)c1OCC(=O)NCCN1CCN(Cc2ccccc2)CC1	IC50	=	nM	0.02836	10.54729377				
CHEMBL5185234	O=C(COc1ccc(CCc2ccccc2)cc1)NCCN1CCN(Cc2ccccc2)CC1	IC50	=	nM	0.02685	10.57105571				
CHEMBL5178885	O=C(Nc1ccc(OC(F)(F)F)cc1)NC1CCN(C(=O)CCCCNc2c3c(nc4cc(Cl)ccc24)CCCC3)CC1	IC50	=	nM	0.02685	10.57105571				
CHEMBL5091660	COc1cccc(CCCCCCCCNc2c3c(nc4ccccc24)CCCC3)c1	IC50	=	nM	0.02685	10.57105571				
